#Study : CKbyEmotion
#Date : 20191217 16:25:44
#Version : 7.2.15327.0
#TestRunDate : 20191217 16:17:22.532 (+02:00)

StudyName	ExportDate	Name	Age	Gender	StimulusName	SlideType	EventSource	Timestamp	MediaTime	PostMarker	Annotation	version	Number of faces	width	height	FrameIndex	faceid	#classifiers	Brow Furrow	Brow Raise	Engagement	Lip Corner Depressor	Smile	Valence	Attention	Interocular Distance	Pitch	Yaw	Roll	InnerBrowRaise	EyeClosure	NoseWrinkle	UpperLipRaise	LipSuck	LipPress	MouthOpen	ChinRaise	Smirk	LipPucker	Anger	Sadness	Disgust	Joy	Surprise	Fear	Contempt	Cheek Raise	Dimpler	Eye Widen	Lid Tighten	Lip Stretch	Jaw Drop	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
CKbyEmotion	20191217	S501-anger	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_161722612	80			4	1	720	480	0	0	34	1.725971	2.164613E-05	0.09034215	0.003960425	5.708773E-05	0	95.37856	188.0708	-6.327501	6.864261	3.025615	2.443235	4.178049E-12	9.24458E-05	1.831062E-06	0.002602594	0.01571384	0.06567968	0.156183	0.002279564	0.01570896	0.002196046	0.03087193	0.4263671	0.001635663	0.1852515	0.005618325	0.1990454	1.315633E-07	0.003998861	1.180997	0.03589465	0.0008582766	0.09418229						
CKbyEmotion	20191217	S501-anger	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_161722652	120			4	1	720	480	1	0	34	3.990314	0.0001567554	0.1058619	0.003440537	0.0004835939	0	96.0263	186.7926	-9.402447	6.075372	2.868075	1.933859	1.820964E-12	0.002174902	5.343181E-05	0.002087022	0.02110862	0.08757535	0.1134515	0.002412022	0.02200532	0.002711472	0.03509879	0.4266164	0.001411006	0.160493	0.006130863	0.2076565	2.329188E-06	0.0122847	1.380483	0.03748276	0.002385935	0.08350616						
CKbyEmotion	20191217	S501-anger	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_161722692	160			4	1	720	480	2	0	34	6.474399	0.0004508117	0.1278738	0.003552575	0.001529244	0	96.83477	186.7341	-9.344139	4.896097	3.030216	1.646111	1.317257E-12	0.007932497	0.000325031	0.005109441	0.03173466	0.1265092	0.277169	0.001800964	0.02132152	0.003498013	0.04008699	0.4270702	0.00120031	0.1390207	0.007305978	0.2175045	1.078089E-05	0.01770773	2.358141	0.04950695	0.002426493	0.09318491						
CKbyEmotion	20191217	S501-anger	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_161722732	200			4	1	720	480	3	0	34	5.464886	0.000814648	0.1205784	0.002796487	0.003675019	0	95.87837	187.0382	-9.311074	6.265837	2.91093	1.774143	4.688412E-12	0.02966507	0.001633702	0.009780332	0.03918778	0.1723128	0.4632538	0.003018103	0.02130144	0.003175503	0.03796288	0.4281149	0.001283804	0.1476743	0.006768668	0.2134283	4.541294E-05	0.03806545	1.919739	0.05580157	0.004099833	0.1212927						
CKbyEmotion	20191217	S501-anger	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_161722772	240			4	1	720	480	4	0	34	4.819597	0.0004240542	0.1150764	0.003101549	0.001820251	0	95.89124	186.1106	-10.12637	6.249528	3.064106	1.4438	2.90885E-11	0.008475081	0.000491044	0.009482226	0.0408994	0.1317544	0.453905	0.002495737	0.04273863	0.002984168	0.03612114	0.42701	0.001337813	0.1513813	0.006225231	0.2108845	1.783882E-05	0.02678097	1.343701	0.05200749	0.003195827	0.09696887						
CKbyEmotion	20191217	S501-anger	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_161722812	280			4	1	720	480	5	0	34	6.115917	0.0004152352	0.1263464	0.003097671	0.001775094	0	96.07981	187.5324	-9.459566	6.004811	3.338588	1.545201	3.886417E-11	0.009428308	0.0004930938	0.01257949	0.03465801	0.1205752	0.4672069	0.002531133	0.03747946	0.003297572	0.04031115	0.4269025	0.001228725	0.140142	0.006402752	0.2160633	1.827793E-05	0.02220589	1.182324	0.04604933	0.003085827	0.1163019						
CKbyEmotion	20191217	S501-anger	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_161722852	320			4	1	720	480	6	0	34	4.582839	0.0002633491	0.1124449	0.003181787	0.00126215	0	96.53064	186.6995	-9.649574	5.370551	3.054159	1.664898	3.800127E-11	0.005791096	0.0003088893	0.01013802	0.03855414	0.07055979	0.366441	0.002460135	0.03517134	0.002864829	0.03648295	0.4264392	0.001357079	0.1534891	0.005999974	0.2099603	1.478054E-05	0.0141476	1.017422	0.04497202	0.002112825	0.09806009						
CKbyEmotion	20191217	S501-anger	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_161722892	360			4	1	720	480	7	0	34	5.321159	0.000261214	0.1190325	0.003143361	0.001356305	0	96.2803	186.8784	-9.299008	5.731888	2.84805	1.952386	8.598777E-11	0.01362602	0.0007298718	0.01388057	0.03977489	0.06328923	0.4261149	0.002683857	0.04482778	0.003022596	0.03933102	0.4266148	0.001292906	0.1476356	0.006170248	0.2128844	1.664345E-05	0.01591925	1.002275	0.04402964	0.002337413	0.09513389						
CKbyEmotion	20191217	S501-anger	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_161722932	400			4	1	720	480	8	0	34	5.616754	0.0003127263	0.1228999	0.003180161	0.001641794	0	96.34188	187.6697	-10.13527	5.645225	2.921752	2.196152	9.73121E-11	0.01453591	0.0008847975	0.01731181	0.0403194	0.06968291	0.5786781	0.002816917	0.04146018	0.003101173	0.04069882	0.4266291	0.001268335	0.145937	0.006331313	0.2140635	2.125766E-05	0.01398748	1.119952	0.04676253	0.002169889	0.09175827						
CKbyEmotion	20191217	S501-anger	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_161722972	440			4	1	720	480	9	0	34	5.302402	0.0003275965	0.1221985	0.003074313	0.00195535	0	96.23583	189.0598	-10.59848	5.793622	2.920698	2.32553	8.677432E-11	0.01261798	0.0007738399	0.02030104	0.03933755	0.07152182	0.8128176	0.002845729	0.04841526	0.003050711	0.03984386	0.4265042	0.001294811	0.1493545	0.006397753	0.2128038	2.596748E-05	0.01455175	1.305045	0.05042552	0.002068953	0.08353298						
