#Study : CKbyEmotion
#Date : 20191217 17:25:43
#Version : 7.2.15327.0
#TestRunDate : 20191217 16:29:46.140 (+02:00)

StudyName	ExportDate	Name	Age	Gender	StimulusName	SlideType	EventSource	Timestamp	MediaTime	PostMarker	Annotation	version	Number of faces	width	height	FrameIndex	faceid	#classifiers	Brow Furrow	Brow Raise	Engagement	Lip Corner Depressor	Smile	Valence	Attention	Interocular Distance	Pitch	Yaw	Roll	InnerBrowRaise	EyeClosure	NoseWrinkle	UpperLipRaise	LipSuck	LipPress	MouthOpen	ChinRaise	Smirk	LipPucker	Anger	Sadness	Disgust	Joy	Surprise	Fear	Contempt	Cheek Raise	Dimpler	Eye Widen	Lid Tighten	Lip Stretch	Jaw Drop	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
CKbyEmotion	20191217	S151-contempt	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_162946220	80			4	1	640	480	0	0	34	0.0006181802	1.894544E-05	0.08193772	0.001075467	0.0006108454	0	98.7755	142.3564	-1.619043	-0.04843359	2.337914	0.3778336	5.412103E-11	7.502781E-06	1.469239E-05	0.0004062904	0.009086528	0.5133295	0.0004313429	0.0008632063	0.01718283	0.001976948	0.02420498	0.4298937	0.001846345	0.196931	0.004568576	0.1926846	1.07626E-06	0.00791662	0.02230864	0.01207975	0.001442649	0.066115						
CKbyEmotion	20191217	S151-contempt	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_162946260	120			4	1	640	480	1	0	34	0.0003389594	6.03748E-06	0.08186213	0.0009077886	0.000514693	0	98.69649	140.1832	0.9937908	-0.3650619	3.700378	0.4476543	4.537828E-11	1.928933E-06	2.646787E-06	0.0003965163	0.008437512	0.5006834	0.0003653877	0.0008774941	0.01603934	0.001970295	0.02431603	0.4297909	0.001845926	0.1971669	0.004581063	0.1926852	5.493496E-07	0.02096933	0.03702097	0.01158804	0.002291668	0.06390845						
CKbyEmotion	20191217	S151-contempt	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_162946300	160			4	1	640	480	2	0	34	0.0004703484	6.579787E-06	0.08326509	0.0008961001	0.0004593218	0	98.77028	140.6308	0.6186654	-0.06995606	3.739275	0.6405123	4.996659E-11	1.722274E-06	2.216511E-06	0.000796145	0.01027161	0.7386456	0.0004971673	0.001344129	0.01714971	0.001970028	0.02443041	0.4316354	0.001853898	0.1991221	0.004598579	0.192696	4.477473E-07	0.02297958	0.04325224	0.01066405	0.002874947	0.06523255						
CKbyEmotion	20191217	S151-contempt	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_162946340	200			4	1	640	480	3	0	34	0.000856539	1.245424E-05	0.08436269	0.0006090305	0.0007283081	0	98.77409	141.9406	0.6539698	-0.05422013	2.819478	0.467545	5.601674E-11	5.128744E-06	6.137646E-06	0.0007405027	0.01410562	0.9217523	0.000462323	0.002275485	0.01233958	0.001996455	0.02401089	0.4330532	0.001860114	0.1992635	0.004582386	0.1927125	9.218494E-07	0.03134066	0.03218269	0.01069205	0.003151492	0.05156116						
CKbyEmotion	20191217	S151-contempt	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_162946380	240			4	1	640	480	4	0	34	0.0007048114	9.914179E-06	0.08248876	0.0006922605	0.0009249314	0	98.78481	141.0355	-0.7575381	0.009743823	3.092113	0.3915214	1.122053E-10	4.274695E-06	5.109626E-06	0.001055191	0.02303595	0.6071589	0.0006172424	0.005250758	0.01051557	0.001981909	0.02414072	0.430588	0.001849582	0.1973834	0.004575095	0.19277	1.135766E-06	0.03954399	0.02760542	0.01131853	0.004112516	0.04773233						
CKbyEmotion	20191217	S151-contempt	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_162946420	280			4	1	640	480	5	0	34	0.0008405764	1.194436E-05	0.0820905	0.0005205753	0.001331291	0	98.54109	141.9969	0.6260987	-0.9360747	2.725365	0.3486458	1.058265E-10	6.414911E-06	7.215808E-06	0.001967933	0.05583775	0.5392086	0.0008629754	0.01298568	0.007812839	0.001981	0.0241128	0.4300225	0.001847405	0.1968455	0.004573367	0.1929228	1.767524E-06	0.09893709	0.02704155	0.01204538	0.009685036	0.03951726						
CKbyEmotion	20191217	S151-contempt	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_162946460	320			4	1	640	480	6	0	34	0.0006664997	8.430071E-06	0.08147233	0.0003114195	0.002469331	0	98.40402	141.4833	-0.08295092	-1.392029	1.012438	0.314918	6.341235E-11	6.573628E-06	7.088859E-06	0.004525031	0.2152887	0.4334761	0.001075917	0.02520855	0.006076221	0.001976771	0.02407889	0.4291135	0.001844222	0.196143	0.004572203	0.1931559	3.282972E-06	0.298724	0.02374509	0.01347691	0.02218691	0.02742493						
CKbyEmotion	20191217	S151-contempt	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_162946500	360			4	1	640	480	7	0	34	0.0004652776	5.570682E-06	0.08836927	0.0002954952	0.004424515	0	98.36388	139.8194	-0.7297952	-1.518237	1.644404	0.3031427	1.907853E-10	4.909316E-06	4.424797E-06	0.009876508	1.572292	0.2761166	0.001440562	0.05535983	0.006431047	0.001967188	0.02364298	0.4277226	0.001839566	0.1953145	0.004574466	0.1937454	5.433164E-06	1.052566	0.0201969	0.01432274	0.06626905	0.02501932						
CKbyEmotion	20191217	S151-contempt	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_162946540	400			4	1	640	480	8	0	34	0.0002855012	3.550267E-06	0.1539466	0.0003045193	0.006466888	0	98.25407	140.1175	0.129264	-1.848664	1.397469	0.3033812	1.50703E-10	3.976475E-06	3.199706E-06	0.02346957	9.352803	0.2012757	0.002112195	0.1044633	0.006383608	0.001962157	0.02081308	0.4268105	0.0018377	0.1949351	0.004585224	0.1947265	6.933686E-06	2.865012	0.01937759	0.01620869	0.1634134	0.020813						
CKbyEmotion	20191217	S151-contempt	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_162946580	440			4	1	640	480	9	0	34	0.0001788279	3.399274E-06	1.882026	0.0003267759	0.008655229	-0.7936096	98.36674	139.5983	-0.0954868	-1.509367	2.146211	0.3051533	5.394151E-11	2.232754E-06	1.592697E-06	0.04674221	44.64631	0.1511167	0.003123222	0.147073	0.007778761	0.00195862	0.01157296	0.4258967	0.001836696	0.1947095	0.004608593	0.1955759	8.178251E-06	7.46005	0.02016634	0.01813097	0.3713805	0.0230183						
