#Study : CKbyEmotion
#Date : 20191217 20:50:02
#Version : 7.2.15327.0
#TestRunDate : 20191217 17:32:57.048 (+02:00)

StudyName	ExportDate	Name	Age	Gender	StimulusName	SlideType	EventSource	Timestamp	MediaTime	PostMarker	Annotation	version	Number of faces	width	height	FrameIndex	faceid	#classifiers	Brow Furrow	Brow Raise	Engagement	Lip Corner Depressor	Smile	Valence	Attention	Interocular Distance	Pitch	Yaw	Roll	InnerBrowRaise	EyeClosure	NoseWrinkle	UpperLipRaise	LipSuck	LipPress	MouthOpen	ChinRaise	Smirk	LipPucker	Anger	Sadness	Disgust	Joy	Surprise	Fear	Contempt	Cheek Raise	Dimpler	Eye Widen	Lid Tighten	Lip Stretch	Jaw Drop	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
CKbyEmotion	20191217	S087-disgust	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_173257128	80			4	1	640	490	0	0	34	0.004562016	1.167423E-05	0.09669224	0.0004226073	0.0003462759	0	96.79836	143.2021	-2.706872	4.955157	0.4514884	0.1349518	7.645581E-10	1.171694E-06	1.970574E-07	0.01086442	0.006843213	2.829491	0.00336996	0.002568956	0.01259224	0.002159674	0.02159019	0.448037	0.001925177	0.2090659	0.004842043	0.1927374	2.605985E-07	0.003581328	0.6555645	0.02673105	0.001160909	0.1049043						
CKbyEmotion	20191217	S087-disgust	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_173257168	120			4	1	640	490	1	0	34	0.003857279	3.071908E-06	0.1061265	0.001391258	0.00016722	0	95.54998	142.4561	-4.031914	6.666296	0.3976228	0.09662133	3.657735E-10	2.7381E-07	2.836575E-08	0.02019782	0.01371991	4.134896	0.009118263	0.005983771	0.01983256	0.002258909	0.02099658	0.4585451	0.001971451	0.2158356	0.004536017	0.1928073	5.887557E-08	0.02685279	0.1014774	0.02396613	0.003624904	0.3831999						
CKbyEmotion	20191217	S087-disgust	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_173257208	160			4	1	640	490	2	0	34	0.1034889	3.161837E-06	0.2705832	0.0007415458	0.0007594278	0	96.9898	142.5734	-4.271719	4.637003	-0.7017173	0.0696032	5.150339E-10	1.611047E-05	1.316799E-06	0.01679337	0.007004315	17.1616	0.005707531	0.01171815	0.008893986	0.003519394	0.0136814	0.5804543	0.00248231	0.2959428	0.004568537	0.193276	7.069507E-07	0.009197092	0.1001499	0.02010138	0.002076074	0.2490045						
CKbyEmotion	20191217	S087-disgust	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_173257248	200			4	1	640	490	3	0	34	0.9470457	3.970692E-06	0.4805169	0.0005828585	0.002867978	0	97.22161	143.8834	-4.769624	4.224403	-0.1609359	0.04635471	1.003604E-09	0.0003996887	2.203214E-05	0.009971444	0.006009594	24.3875	0.0076661	0.007877294	0.01155255	0.00480954	0.01146775	0.6616036	0.002679682	0.3380816	0.004622361	0.1962403	6.623998E-06	0.006104459	0.02093546	0.02685246	0.001509573	0.4873371						
CKbyEmotion	20191217	S087-disgust	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_173257288	240			4	1	640	490	4	0	34	25.21408	1.431243E-06	10.66542	0.0009252746	0.000946136	0	97.41053	142.5813	-4.078257	3.862589	-0.09246042	0.03387084	1.33013E-08	0.001857407	7.89109E-05	0.01196005	0.007959646	45.03056	0.008829559	0.01071038	0.01682047	0.07239757	0.03554795	0.9607242	0.0007963971	0.1330849	0.01026234	0.3090988	5.016047E-06	0.005513889	0.008341383	0.05173144	0.002286829	0.7856692						
CKbyEmotion	20191217	S087-disgust	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_173257328	280			4	1	640	490	5	0	34	76.16904	1.451377E-06	93.95056	0.001425585	0.0006608187	-11.56729	96.83807	143.5028	-4.143828	4.890708	-0.8538748	0.02987882	5.133948E-07	0.01524011	0.0005427175	0.01760693	0.01727485	62.23021	0.02771391	0.01596544	0.03419298	8.250916	0.9069893	1.312324	3.876611E-05	0.009834742	0.05409288	0.8000776	7.520274E-06	0.007884052	0.002705436	0.08256087	0.003105378	1.842842						
CKbyEmotion	20191217	S087-disgust	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_173257368	320			4	1	640	490	6	0	34	92.34044	1.425532E-06	98.19549	0.001723019	0.0005955599	-17.21421	97.05563	146.6103	-6.116642	4.523065	0.2100799	0.02401622	1.018632E-06	0.1110254	0.004707092	0.02571209	0.03111481	63.613	0.08646375	0.0122428	0.03966419	26.63455	2.853688	1.360137	1.379333E-05	0.003925527	0.09003077	1.079989	1.607199E-05	0.006291817	0.000903099	0.1131815	0.002691221	2.71133						
CKbyEmotion	20191217	S087-disgust	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_173257408	360			4	1	640	490	7	0	34	97.98579	1.145271E-06	99.2622	0.003348063	0.0005974777	-21.78513	96.93625	147.0237	-5.427857	4.727927	0.1482943	0.01909976	9.087717E-07	4.406676	0.1379528	0.0412299	0.06131747	70.64009	0.3011686	0.01631535	0.03877725	42.39272	3.424124	2.2815	1.083128E-05	0.003411537	0.10459	1.199643	2.959651E-05	0.007562126	0.0007071652	0.1468922	0.002510279	3.85139						
CKbyEmotion	20191217	S087-disgust	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_173257448	400			4	1	640	490	8	0	34	99.22559	1.339813E-06	99.39341	0.005879937	0.0006468248	-66.09618	95.79343	146.9193	-5.19109	6.372279	0.6011646	0.01598965	1.253214E-06	73.34213	7.411104	0.06111684	0.2029477	72.16028	0.6804192	0.0159206	0.05539316	46.25769	3.557084	94.22507	1.026698E-05	0.003289544	0.108982	1.227455	5.220093E-05	0.01044123	0.0006903585	0.198554	0.002638777	3.852986						
CKbyEmotion	20191217	S087-disgust	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_173257488	440			4	1	640	490	9	0	34	99.6225	1.354766E-06	99.60992	0.008197785	0.0006905336	-98.38454	95.87077	148.6061	-4.509887	6.275445	0.4889439	0.01567061	1.996924E-06	96.03011	39.67147	0.08790524	0.6388088	77.97509	2.086819	0.01644787	0.07325644	51.99639	3.012691	99.81583	1.111935E-05	0.003863571	0.1034341	1.236575	7.958747E-05	0.01356661	0.0006704209	0.2577064	0.003153374	5.817903						
