#Study : CKbyEmotion
#Date : 20191217 20:49:59
#Version : 7.2.15327.0
#TestRunDate : 20191217 19:48:28.276 (+02:00)

StudyName	ExportDate	Name	Age	Gender	StimulusName	SlideType	EventSource	Timestamp	MediaTime	PostMarker	Annotation	version	Number of faces	width	height	FrameIndex	faceid	#classifiers	Brow Furrow	Brow Raise	Engagement	Lip Corner Depressor	Smile	Valence	Attention	Interocular Distance	Pitch	Yaw	Roll	InnerBrowRaise	EyeClosure	NoseWrinkle	UpperLipRaise	LipSuck	LipPress	MouthOpen	ChinRaise	Smirk	LipPucker	Anger	Sadness	Disgust	Joy	Surprise	Fear	Contempt	Cheek Raise	Dimpler	Eye Widen	Lid Tighten	Lip Stretch	Jaw Drop	LiveMarker	KeyStroke	MarkerText	SceneType	SceneOutput	SceneParent
CKbyEmotion	20191217	S136-surprise	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_194828356	80			4	1	640	490	0	0	34	3.301515E-06	7.282466E-06	0.07903814	0.0004622022	2.057988E-06	0	97.98593	135.4885	4.392773	-2.576656	7.632966	0.3904225	7.236392E-12	3.117013E-13	1.252917E-15	0.004313375	0.007684053	0.001918991	0.0006437331	0.000404205	0.00913248	0.05411176	0.0008874375	0.4258182	0.001829149	0.5255495	49.45865	0.1926817	4.745605E-12	0.0008434898	99.74331	0.0003535621	0.0004635689	0.07492765						
CKbyEmotion	20191217	S136-surprise	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_194828396	120			4	1	640	490	1	0	34	1.449828E-05	2.361508E-05	0.07906797	0.0003982854	6.734281E-06	0	97.96008	135.4358	6.556205	-2.641766	6.955138	0.6410867	4.704698E-12	3.388577E-12	1.243167E-14	0.002949442	0.007258424	0.004990649	0.0002880023	0.001767115	0.008674447	0.05392043	0.0008979206	0.4259377	0.00182925	0.5296682	49.87621	0.1927095	2.481668E-11	0.0007784104	99.89008	0.0003634436	0.0003882304	0.1394077						
CKbyEmotion	20191217	S136-surprise	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_194828436	160			4	1	640	490	2	0	34	1.577343E-05	1.86268E-05	0.0790908	0.0004554059	4.663187E-06	0	97.52855	136.4247	6.177306	-3.623296	7.189228	0.6841577	6.013201E-12	1.426948E-12	5.79449E-15	0.001769563	0.00466211	0.006679941	0.0001841284	0.002521065	0.009279866	0.05379856	0.000901201	0.4260035	0.001829305	0.5295614	49.87312	0.192725	1.475385E-11	0.0006327499	99.86709	0.0004333376	0.0002982568	0.09561181						
CKbyEmotion	20191217	S136-surprise	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_194828476	200			4	1	640	490	3	0	34	1.788582E-05	1.417386E-05	0.07910618	0.0003183868	4.989567E-06	0	98.00765	136.1181	5.771547	-2.521334	6.682117	0.6115302	3.029725E-11	1.463403E-12	5.626827E-15	0.001442275	0.005876255	0.008393271	0.000200641	0.004272607	0.02117971	0.0538913	0.0008973932	0.425981	0.001829363	0.5295559	49.72495	0.1927608	1.704008E-11	0.0008744386	99.84661	0.0004180771	0.0003805671	0.1758288						
CKbyEmotion	20191217	S136-surprise	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_194828516	240			4	1	640	490	4	0	34	3.260134E-05	4.875662E-05	0.07938036	0.0002836889	9.272247E-06	0	97.94363	136.3568	5.271933	-2.682743	6.751488	0.5202093	2.683062E-11	4.326721E-12	2.04887E-14	0.0009520446	0.006056194	0.02452086	0.0002243708	0.007980714	0.06962562	0.05416909	0.0008895788	0.4260965	0.001829897	0.5351245	49.37535	0.1928366	4.044967E-11	0.001116668	99.91034	0.0003795374	0.0004415584	0.7409104						
CKbyEmotion	20191217	S136-surprise	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_194828556	280			4	1	640	490	5	0	34	3.866959E-05	0.00178432	0.07976651	0.0003930792	9.737212E-06	0	98.33765	135.6624	5.674212	-1.599119	6.587178	0.2778938	1.643266E-11	6.953014E-12	6.00964E-14	0.0008737959	0.004498797	0.1358792	0.0003619811	0.01022449	0.09837947	0.05470524	0.0008704457	0.4269678	0.001833501	0.6059082	44.17427	0.1928825	5.140826E-11	0.001288001	99.96625	0.000352263	0.0003763971	7.058817						
CKbyEmotion	20191217	S136-surprise	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_194828596	320			4	1	640	490	6	0	34	3.822607E-05	0.1699436	0.0825639	0.0003300594	1.130514E-05	0	98.02032	135.9797	5.934934	-2.488783	7.101259	0.2095138	2.832354E-11	9.288664E-12	1.762421E-13	0.0003723151	0.003364983	0.4506795	0.0002685772	0.007353009	0.196731	0.05440481	0.0008533153	0.4294001	0.001833906	1.000983	25.78744	0.1928237	7.942973E-11	0.0008396422	99.98565	0.0003054357	0.0002458843	31.60318						
CKbyEmotion	20191217	S136-surprise	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_194828636	360			4	1	640	490	7	0	34	6.253772E-05	3.636726	0.1135179	0.0003442092	1.486578E-05	0	98.1545	135.9745	6.604519	-2.131067	8.06347	0.2467344	1.527737E-10	4.619973E-11	1.765275E-12	0.0002822783	0.003041344	1.445666	0.0003629358	0.00645454	0.5802235	0.04571021	0.00075856	0.4372042	0.001667092	2.745299	7.24087	0.1928054	1.399732E-10	0.0008432067	99.99651	0.0003143946	0.0002043058	72.98413						
CKbyEmotion	20191217	S136-surprise	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_194828676	400			4	1	640	490	8	0	34	8.461093E-05	36.51785	1.466606	0.0004655684	2.097085E-05	0	98.61127	138.0806	6.88974	-0.6859948	7.460659	0.2298369	1.584825E-09	1.527257E-10	1.516171E-11	0.0005377232	0.003591859	4.577928	0.0008355358	0.007176013	1.307926	0.008840141	0.0002999989	0.4626953	0.0006016569	19.19979	1.30364	0.1928201	2.605802E-10	0.001140765	99.99877	0.0003179884	0.0002082356	93.4						
CKbyEmotion	20191217	S136-surprise	0	MALE	FaceRecording-1	TestImage	AffRaw	20191217_194828716	440			4	1	640	490	9	0	34	0.0001006489	84.50497	48.9625	0.000525495	2.364032E-05	0	98.45569	136.5465	6.528078	-1.224843	7.734164	0.2405969	1.607356E-09	6.38694E-10	1.695094E-10	0.001419999	0.003004207	14.91394	0.002036633	0.008357847	2.445744	0.0008023402	6.408821E-05	0.5578076	0.0001509774	79.15885	0.2203305	0.1928444	3.418076E-10	0.001227903	99.99949	0.0003581285	0.0002103429	99.08147						
